O*NET-SOC_Code,Title,Element_ID,Element_Name,Data_Value
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",1.C.4.b,Stress Tolerance,3.78
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",1.C.4.c,Adaptability/Flexibility,4.22
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",1.C.5.a,Dependability,4.38
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",1.C.5.b,Attention to Detail,4.47
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",1.C.5.c,Integrity,4.14
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",1.C.6,Independence,4.21
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",1.C.7.a,Innovation,3.93
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",1.C.7.b,Analytical Thinking,3.23
39-5091.00,"Makeup Artists, Theatrical and Performance",1.C.1.a,Achievement/Effort,4.26
39-5091.00,"Makeup Artists, Theatrical and Performance",1.C.1.b,Persistence,4.35
39-5091.00,"Makeup Artists, Theatrical and Performance",1.C.1.c,Initiative,4.39
39-5091.00,"Makeup Artists, Theatrical and Performance",1.C.2.b,Leadership,3.87
39-5091.00,"Makeup Artists, Theatrical and Performance",1.C.3.a,Cooperation,4.61
39-5091.00,"Makeup Artists, Theatrical and Performance",1.C.3.b,Concern for Others,4.52
39-5091.00,"Makeup Artists, Theatrical and Performance",1.C.3.c,Social Orientation,3.87
39-5091.00,"Makeup Artists, Theatrical and Performance",1.C.4.a,Self Control,4.74
39-5091.00,"Makeup Artists, Theatrical and Performance",1.C.4.b,Stress Tolerance,4.7
39-5091.00,"Makeup Artists, Theatrical and Performance",1.C.4.c,Adaptability/Flexibility,4.61
39-5091.00,"Makeup Artists, Theatrical and Performance",1.C.5.a,Dependability,4.78
39-5091.00,"Makeup Artists, Theatrical and Performance",1.C.5.b,Attention to Detail,4.83
39-5091.00,"Makeup Artists, Theatrical and Performance",1.C.5.c,Integrity,4.35
39-5091.00,"Makeup Artists, Theatrical and Performance",1.C.6,Independence,3.91
39-5091.00,"Makeup Artists, Theatrical and Performance",1.C.7.a,Innovation,4.22
39-5091.00,"Makeup Artists, Theatrical and Performance",1.C.7.b,Analytical Thinking,3.65
39-5092.00,Manicurists and Pedicurists,1.C.1.a,Achievement/Effort,3.02
39-5092.00,Manicurists and Pedicurists,1.C.1.b,Persistence,3.19
39-5092.00,Manicurists and Pedicurists,1.C.1.c,Initiative,2.9
39-5092.00,Manicurists and Pedicurists,1.C.2.b,Leadership,2.29
39-5092.00,Manicurists and Pedicurists,1.C.3.a,Cooperation,3.35
39-5092.00,Manicurists and Pedicurists,1.C.3.b,Concern for Others,3.42
39-5092.00,Manicurists and Pedicurists,1.C.3.c,Social Orientation,3.02
39-5092.00,Manicurists and Pedicurists,1.C.4.a,Self Control,3.71
39-5092.00,Manicurists and Pedicurists,1.C.4.b,Stress Tolerance,3.64
39-5092.00,Manicurists and Pedicurists,1.C.4.c,Adaptability/Flexibility,3.84
39-5092.00,Manicurists and Pedicurists,1.C.5.a,Dependability,3.22
39-5092.00,Manicurists and Pedicurists,1.C.5.b,Attention to Detail,3.78
39-5092.00,Manicurists and Pedicurists,1.C.5.c,Integrity,3.37
39-5092.00,Manicurists and Pedicurists,1.C.6,Independence,3.45
39-5092.00,Manicurists and Pedicurists,1.C.7.a,Innovation,3.04
39-5092.00,Manicurists and Pedicurists,1.C.7.b,Analytical Thinking,2.76
39-5093.00,Shampooers,1.C.1.a,Achievement/Effort,3.7
39-5093.00,Shampooers,1.C.1.b,Persistence,3.76
39-5093.00,Shampooers,1.C.1.c,Initiative,3.9
39-5093.00,Shampooers,1.C.2.b,Leadership,3.54
39-5093.00,Shampooers,1.C.3.a,Cooperation,3.87
39-5093.00,Shampooers,1.C.3.b,Concern for Others,4.1
39-5093.00,Shampooers,1.C.3.c,Social Orientation,3.99
39-5093.00,Shampooers,1.C.4.a,Self Control,4.14
39-5093.00,Shampooers,1.C.4.b,Stress Tolerance,4.1
39-5093.00,Shampooers,1.C.4.c,Adaptability/Flexibility,4.1
39-5093.00,Shampooers,1.C.5.a,Dependability,4.14
39-5093.00,Shampooers,1.C.5.b,Attention to Detail,3.95
39-5093.00,Shampooers,1.C.5.c,Integrity,4.08
39-5093.00,Shampooers,1.C.6,Independence,3.69
39-5093.00,Shampooers,1.C.7.a,Innovation,3.25
39-5093.00,Shampooers,1.C.7.b,Analytical Thinking,3.23
39-5094.00,Skincare Specialists,1.C.1.a,Achievement/Effort,3.59
39-5094.00,Skincare Specialists,1.C.1.b,Persistence,3.5
39-5094.00,Skincare Specialists,1.C.1.c,Initiative,3.65
39-5094.00,Skincare Specialists,1.C.2.b,Leadership,3.11
39-5094.00,Skincare Specialists,1.C.3.a,Cooperation,4.69
39-5094.00,Skincare Specialists,1.C.3.b,Concern for Others,4.9
39-5094.00,Skincare Specialists,1.C.3.c,Social Orientation,4.65
39-5094.00,Skincare Specialists,1.C.4.a,Self Control,4.85
39-5094.00,Skincare Specialists,1.C.4.b,Stress Tolerance,4.36
39-5094.00,Skincare Specialists,1.C.4.c,Adaptability/Flexibility,4.56
39-5094.00,Skincare Specialists,1.C.5.a,Dependability,4.96
39-5094.00,Skincare Specialists,1.C.5.b,Attention to Detail,4.94
39-5094.00,Skincare Specialists,1.C.5.c,Integrity,4.71
39-5094.00,Skincare Specialists,1.C.6,Independence,4.39
39-5094.00,Skincare Specialists,1.C.7.a,Innovation,3.86
39-5094.00,Skincare Specialists,1.C.7.b,Analytical Thinking,3.24
39-6011.00,Baggage Porters and Bellhops,1.C.1.a,Achievement/Effort,3.1
39-6011.00,Baggage Porters and Bellhops,1.C.1.b,Persistence,3.36
39-6011.00,Baggage Porters and Bellhops,1.C.1.c,Initiative,3.62
39-6011.00,Baggage Porters and Bellhops,1.C.2.b,Leadership,3.19
39-6011.00,Baggage Porters and Bellhops,1.C.3.a,Cooperation,3.79
39-6011.00,Baggage Porters and Bellhops,1.C.3.b,Concern for Others,3.9
39-6011.00,Baggage Porters and Bellhops,1.C.3.c,Social Orientation,3.33
39-6011.00,Baggage Porters and Bellhops,1.C.4.a,Self Control,4.03
39-6011.00,Baggage Porters and Bellhops,1.C.4.b,Stress Tolerance,3.69
39-6011.00,Baggage Porters and Bellhops,1.C.4.c,Adaptability/Flexibility,3.75
39-6011.00,Baggage Porters and Bellhops,1.C.5.a,Dependability,4.36
39-6011.00,Baggage Porters and Bellhops,1.C.5.b,Attention to Detail,4.25
39-6011.00,Baggage Porters and Bellhops,1.C.5.c,Integrity,4.23
39-6011.00,Baggage Porters and Bellhops,1.C.6,Independence,3.55
39-6011.00,Baggage Porters and Bellhops,1.C.7.a,Innovation,2.85
39-6011.00,Baggage Porters and Bellhops,1.C.7.b,Analytical Thinking,2.87
39-6012.00,Concierges,1.C.1.a,Achievement/Effort,4.14
39-6012.00,Concierges,1.C.1.b,Persistence,4.41
39-6012.00,Concierges,1.C.1.c,Initiative,4.64
39-6012.00,Concierges,1.C.2.b,Leadership,4.05
39-6012.00,Concierges,1.C.3.a,Cooperation,4.73
39-6012.00,Concierges,1.C.3.b,Concern for Others,4.55
39-6012.00,Concierges,1.C.3.c,Social Orientation,4.27
39-6012.00,Concierges,1.C.4.a,Self Control,4.64
39-6012.00,Concierges,1.C.4.b,Stress Tolerance,4.5
39-6012.00,Concierges,1.C.4.c,Adaptability/Flexibility,4.64
39-6012.00,Concierges,1.C.5.a,Dependability,4.73
39-6012.00,Concierges,1.C.5.b,Attention to Detail,4.86
39-6012.00,Concierges,1.C.5.c,Integrity,4.82
39-6012.00,Concierges,1.C.6,Independence,4.23
39-6012.00,Concierges,1.C.7.a,Innovation,4.14
39-6012.00,Concierges,1.C.7.b,Analytical Thinking,4.14
39-7011.00,Tour Guides and Escorts,1.C.1.a,Achievement/Effort,4.05
39-7011.00,Tour Guides and Escorts,1.C.1.b,Persistence,3.95
39-7011.00,Tour Guides and Escorts,1.C.1.c,Initiative,3.8
39-7011.00,Tour Guides and Escorts,1.C.2.b,Leadership,3.49
39-7011.00,Tour Guides and Escorts,1.C.3.a,Cooperation,4.28
39-7011.00,Tour Guides and Escorts,1.C.3.b,Concern for Others,4.26
39-7011.00,Tour Guides and Escorts,1.C.3.c,Social Orientation,4.02
39-7011.00,Tour Guides and Escorts,1.C.4.a,Self Control,4.35
39-7011.00,Tour Guides and Escorts,1.C.4.b,Stress Tolerance,3.77
39-7011.00,Tour Guides and Escorts,1.C.4.c,Adaptability/Flexibility,4.32
39-7011.00,Tour Guides and Escorts,1.C.5.a,Dependability,4.23
39-7011.00,Tour Guides and Escorts,1.C.5.b,Attention to Detail,4.08
39-7011.00,Tour Guides and Escorts,1.C.5.c,Integrity,3.94
39-7011.00,Tour Guides and Escorts,1.C.6,Independence,3.91
39-7011.00,Tour Guides and Escorts,1.C.7.a,Innovation,3.11
39-7011.00,Tour Guides and Escorts,1.C.7.b,Analytical Thinking,3.1
39-7012.00,Travel Guides,1.C.1.a,Achievement/Effort,4
39-7012.00,Travel Guides,1.C.1.b,Persistence,4.24
39-7012.00,Travel Guides,1.C.1.c,Initiative,4.13
39-7012.00,Travel Guides,1.C.2.b,Leadership,4.02
39-7012.00,Travel Guides,1.C.3.a,Cooperation,4.11
39-7012.00,Travel Guides,1.C.3.b,Concern for Others,3.66
39-7012.00,Travel Guides,1.C.3.c,Social Orientation,4.23
39-7012.00,Travel Guides,1.C.4.a,Self Control,4.21
39-7012.00,Travel Guides,1.C.4.b,Stress Tolerance,4.32
39-7012.00,Travel Guides,1.C.4.c,Adaptability/Flexibility,4.23
39-7012.00,Travel Guides,1.C.5.a,Dependability,4.55
39-7012.00,Travel Guides,1.C.5.b,Attention to Detail,4.56
39-7012.00,Travel Guides,1.C.5.c,Integrity,4.11
39-7012.00,Travel Guides,1.C.6,Independence,3.64
39-7012.00,Travel Guides,1.C.7.a,Innovation,4.03
39-7012.00,Travel Guides,1.C.7.b,Analytical Thinking,3.34
39-9011.00,Childcare Workers,1.C.1.a,Achievement/Effort,3.56
39-9011.00,Childcare Workers,1.C.1.b,Persistence,3.71
39-9011.00,Childcare Workers,1.C.1.c,Initiative,3.92
39-9011.00,Childcare Workers,1.C.2.b,Leadership,3.91
39-9011.00,Childcare Workers,1.C.3.a,Cooperation,4.42
39-9011.00,Childcare Workers,1.C.3.b,Concern for Others,4.46
39-9011.00,Childcare Workers,1.C.3.c,Social Orientation,4.16
39-9011.00,Childcare Workers,1.C.4.a,Self Control,4.61
39-9011.00,Childcare Workers,1.C.4.b,Stress Tolerance,4.47
39-9011.00,Childcare Workers,1.C.4.c,Adaptability/Flexibility,4.13
39-9011.00,Childcare Workers,1.C.5.a,Dependability,4.25
39-9011.00,Childcare Workers,1.C.5.b,Attention to Detail,4.29
39-9011.00,Childcare Workers,1.C.5.c,Integrity,4.47
39-9011.00,Childcare Workers,1.C.6,Independence,4.01
39-9011.00,Childcare Workers,1.C.7.a,Innovation,3.74
39-9011.00,Childcare Workers,1.C.7.b,Analytical Thinking,3.61
39-9011.01,Nannies,1.C.1.a,Achievement/Effort,3.17
39-9011.01,Nannies,1.C.1.b,Persistence,3.87
39-9011.01,Nannies,1.C.1.c,Initiative,4.26
39-9011.01,Nannies,1.C.2.b,Leadership,3.91
39-9011.01,Nannies,1.C.3.a,Cooperation,4.48
39-9011.01,Nannies,1.C.3.b,Concern for Others,4.74
39-9011.01,Nannies,1.C.3.c,Social Orientation,3.57
39-9011.01,Nannies,1.C.4.a,Self Control,4.7
39-9011.01,Nannies,1.C.4.b,Stress Tolerance,4.17
39-9011.01,Nannies,1.C.4.c,Adaptability/Flexibility,4.57
39-9011.01,Nannies,1.C.5.a,Dependability,4.91
39-9011.01,Nannies,1.C.5.b,Attention to Detail,3.87
39-9011.01,Nannies,1.C.5.c,Integrity,4.74
39-9011.01,Nannies,1.C.6,Independence,4.22
39-9011.01,Nannies,1.C.7.a,Innovation,3.52
39-9011.01,Nannies,1.C.7.b,Analytical Thinking,3.65
39-9031.00,Exercise Trainers and Group Fitness Instructors,1.C.1.a,Achievement/Effort,3.52
39-9031.00,Exercise Trainers and Group Fitness Instructors,1.C.1.b,Persistence,3.62
39-9031.00,Exercise Trainers and Group Fitness Instructors,1.C.1.c,Initiative,3.81
39-9031.00,Exercise Trainers and Group Fitness Instructors,1.C.2.b,Leadership,4.05
39-9031.00,Exercise Trainers and Group Fitness Instructors,1.C.3.a,Cooperation,3.9
39-9031.00,Exercise Trainers and Group Fitness Instructors,1.C.3.b,Concern for Others,4.52
39-9031.00,Exercise Trainers and Group Fitness Instructors,1.C.3.c,Social Orientation,4.14
39-9031.00,Exercise Trainers and Group Fitness Instructors,1.C.4.a,Self Control,4.1
39-9031.00,Exercise Trainers and Group Fitness Instructors,1.C.4.b,Stress Tolerance,3.52
39-9031.00,Exercise Trainers and Group Fitness Instructors,1.C.4.c,Adaptability/Flexibility,3.95
39-9031.00,Exercise Trainers and Group Fitness Instructors,1.C.5.a,Dependability,4.62
39-9031.00,Exercise Trainers and Group Fitness Instructors,1.C.5.b,Attention to Detail,3.86
39-9031.00,Exercise Trainers and Group Fitness Instructors,1.C.5.c,Integrity,4.33
39-9031.00,Exercise Trainers and Group Fitness Instructors,1.C.6,Independence,4.05
39-9031.00,Exercise Trainers and Group Fitness Instructors,1.C.7.a,Innovation,3.71
39-9031.00,Exercise Trainers and Group Fitness Instructors,1.C.7.b,Analytical Thinking,3.14
39-9032.00,Recreation Workers,1.C.1.a,Achievement/Effort,4.05
39-9032.00,Recreation Workers,1.C.1.b,Persistence,4.12
39-9032.00,Recreation Workers,1.C.1.c,Initiative,4.31
39-9032.00,Recreation Workers,1.C.2.b,Leadership,4.5
39-9032.00,Recreation Workers,1.C.3.a,Cooperation,4.62
39-9032.00,Recreation Workers,1.C.3.b,Concern for Others,4.61
39-9032.00,Recreation Workers,1.C.3.c,Social Orientation,4.25
39-9032.00,Recreation Workers,1.C.4.a,Self Control,4.73
39-9032.00,Recreation Workers,1.C.4.b,Stress Tolerance,4.38
39-9032.00,Recreation Workers,1.C.4.c,Adaptability/Flexibility,4.36
39-9032.00,Recreation Workers,1.C.5.a,Dependability,4.61
39-9032.00,Recreation Workers,1.C.5.b,Attention to Detail,4.48
39-9032.00,Recreation Workers,1.C.5.c,Integrity,4.65
39-9032.00,Recreation Workers,1.C.6,Independence,4.42
39-9032.00,Recreation Workers,1.C.7.a,Innovation,3.95
39-9032.00,Recreation Workers,1.C.7.b,Analytical Thinking,3.92
39-9041.00,Residential Advisors,1.C.1.a,Achievement/Effort,3.95
39-9041.00,Residential Advisors,1.C.1.b,Persistence,4.01
39-9041.00,Residential Advisors,1.C.1.c,Initiative,4.13
39-9041.00,Residential Advisors,1.C.2.b,Leadership,4.43
39-9041.00,Residential Advisors,1.C.3.a,Cooperation,4.43
39-9041.00,Residential Advisors,1.C.3.b,Concern for Others,4.61
39-9041.00,Residential Advisors,1.C.3.c,Social Orientation,4.35
39-9041.00,Residential Advisors,1.C.4.a,Self Control,4.5
39-9041.00,Residential Advisors,1.C.4.b,Stress Tolerance,4.45
39-9041.00,Residential Advisors,1.C.4.c,Adaptability/Flexibility,4.59
39-9041.00,Residential Advisors,1.C.5.a,Dependability,4.41
39-9041.00,Residential Advisors,1.C.5.b,Attention to Detail,4.36
39-9041.00,Residential Advisors,1.C.5.c,Integrity,4.45
39-9041.00,Residential Advisors,1.C.6,Independence,3.73
39-9041.00,Residential Advisors,1.C.7.a,Innovation,3.56
39-9041.00,Residential Advisors,1.C.7.b,Analytical Thinking,3.65
41-1011.00,First-Line Supervisors of Retail Sales Workers,1.C.1.a,Achievement/Effort,3.86
41-1011.00,First-Line Supervisors of Retail Sales Workers,1.C.1.b,Persistence,3.99
41-1011.00,First-Line Supervisors of Retail Sales Workers,1.C.1.c,Initiative,4.12
41-1011.00,First-Line Supervisors of Retail Sales Workers,1.C.2.b,Leadership,4.77
41-1011.00,First-Line Supervisors of Retail Sales Workers,1.C.3.a,Cooperation,4.75
41-1011.00,First-Line Supervisors of Retail Sales Workers,1.C.3.b,Concern for Others,4.39
41-1011.00,First-Line Supervisors of Retail Sales Workers,1.C.3.c,Social Orientation,4.28
41-1011.00,First-Line Supervisors of Retail Sales Workers,1.C.4.a,Self Control,4.69
41-1011.00,First-Line Supervisors of Retail Sales Workers,1.C.4.b,Stress Tolerance,4.82
41-1011.00,First-Line Supervisors of Retail Sales Workers,1.C.4.c,Adaptability/Flexibility,4.66
41-1011.00,First-Line Supervisors of Retail Sales Workers,1.C.5.a,Dependability,4.71
41-1011.00,First-Line Supervisors of Retail Sales Workers,1.C.5.b,Attention to Detail,4.52
41-1011.00,First-Line Supervisors of Retail Sales Workers,1.C.5.c,Integrity,4.87
41-1011.00,First-Line Supervisors of Retail Sales Workers,1.C.6,Independence,4.25
41-1011.00,First-Line Supervisors of Retail Sales Workers,1.C.7.a,Innovation,4.1
41-1011.00,First-Line Supervisors of Retail Sales Workers,1.C.7.b,Analytical Thinking,4.09
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,1.C.1.a,Achievement/Effort,3.84
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,1.C.1.b,Persistence,3.8
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,1.C.1.c,Initiative,4.09
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,1.C.2.b,Leadership,4.31
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,1.C.3.a,Cooperation,3.92
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,1.C.3.b,Concern for Others,3.82
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,1.C.3.c,Social Orientation,3.34
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,1.C.4.a,Self Control,3.94
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,1.C.4.b,Stress Tolerance,3.89
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,1.C.4.c,Adaptability/Flexibility,3.56
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,1.C.5.a,Dependability,4.43
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,1.C.5.b,Attention to Detail,4.48
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,1.C.5.c,Integrity,4.49
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,1.C.6,Independence,3.37
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,1.C.7.a,Innovation,2.88
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,1.C.7.b,Analytical Thinking,3.63
41-2011.00,Cashiers,1.C.1.a,Achievement/Effort,3.38
41-2011.00,Cashiers,1.C.1.b,Persistence,3.56
41-2011.00,Cashiers,1.C.1.c,Initiative,3.73
41-2011.00,Cashiers,1.C.2.b,Leadership,3.65
41-2011.00,Cashiers,1.C.3.a,Cooperation,4.28
41-2011.00,Cashiers,1.C.3.b,Concern for Others,3.93
41-2011.00,Cashiers,1.C.3.c,Social Orientation,3.75
41-2011.00,Cashiers,1.C.4.a,Self Control,4.24
41-2011.00,Cashiers,1.C.4.b,Stress Tolerance,4.12
41-2011.00,Cashiers,1.C.4.c,Adaptability/Flexibility,4.01
41-2011.00,Cashiers,1.C.5.a,Dependability,4.29
41-2011.00,Cashiers,1.C.5.b,Attention to Detail,4.08
41-2011.00,Cashiers,1.C.5.c,Integrity,4.27
41-2011.00,Cashiers,1.C.6,Independence,4
41-2011.00,Cashiers,1.C.7.a,Innovation,3.47
41-2011.00,Cashiers,1.C.7.b,Analytical Thinking,3.48
41-2012.00,Gambling Change Persons and Booth Cashiers,1.C.1.a,Achievement/Effort,3.72
41-2012.00,Gambling Change Persons and Booth Cashiers,1.C.1.b,Persistence,3.7
41-2012.00,Gambling Change Persons and Booth Cashiers,1.C.1.c,Initiative,3.5
41-2012.00,Gambling Change Persons and Booth Cashiers,1.C.2.b,Leadership,2.53
41-2012.00,Gambling Change Persons and Booth Cashiers,1.C.3.a,Cooperation,4.5
41-2012.00,Gambling Change Persons and Booth Cashiers,1.C.3.b,Concern for Others,4.14
41-2012.00,Gambling Change Persons and Booth Cashiers,1.C.3.c,Social Orientation,3.91
41-2012.00,Gambling Change Persons and Booth Cashiers,1.C.4.a,Self Control,4.59
41-2012.00,Gambling Change Persons and Booth Cashiers,1.C.4.b,Stress Tolerance,4.47
41-2012.00,Gambling Change Persons and Booth Cashiers,1.C.4.c,Adaptability/Flexibility,4.39
41-2012.00,Gambling Change Persons and Booth Cashiers,1.C.5.a,Dependability,4.67
41-2012.00,Gambling Change Persons and Booth Cashiers,1.C.5.b,Attention to Detail,4.74
41-2012.00,Gambling Change Persons and Booth Cashiers,1.C.5.c,Integrity,4.68
41-2012.00,Gambling Change Persons and Booth Cashiers,1.C.6,Independence,3.97
41-2012.00,Gambling Change Persons and Booth Cashiers,1.C.7.a,Innovation,2.31
41-2012.00,Gambling Change Persons and Booth Cashiers,1.C.7.b,Analytical Thinking,3.74
41-2021.00,Counter and Rental Clerks,1.C.1.a,Achievement/Effort,3.47
41-2021.00,Counter and Rental Clerks,1.C.1.b,Persistence,3.46
41-2021.00,Counter and Rental Clerks,1.C.1.c,Initiative,3.78
41-2021.00,Counter and Rental Clerks,1.C.2.b,Leadership,3.89
41-2021.00,Counter and Rental Clerks,1.C.3.a,Cooperation,4.39
41-2021.00,Counter and Rental Clerks,1.C.3.b,Concern for Others,4.14
41-2021.00,Counter and Rental Clerks,1.C.3.c,Social Orientation,3.32
41-2021.00,Counter and Rental Clerks,1.C.4.a,Self Control,4.46
41-2021.00,Counter and Rental Clerks,1.C.4.b,Stress Tolerance,4.19
41-2021.00,Counter and Rental Clerks,1.C.4.c,Adaptability/Flexibility,3.46
41-2021.00,Counter and Rental Clerks,1.C.5.a,Dependability,4.47
41-2021.00,Counter and Rental Clerks,1.C.5.b,Attention to Detail,4.54
41-2021.00,Counter and Rental Clerks,1.C.5.c,Integrity,4.33
41-2021.00,Counter and Rental Clerks,1.C.6,Independence,3.75
41-2021.00,Counter and Rental Clerks,1.C.7.a,Innovation,3
41-2021.00,Counter and Rental Clerks,1.C.7.b,Analytical Thinking,3.2
41-2022.00,Parts Salespersons,1.C.1.a,Achievement/Effort,3.76
41-2022.00,Parts Salespersons,1.C.1.b,Persistence,3.56
41-2022.00,Parts Salespersons,1.C.1.c,Initiative,4.07
41-2022.00,Parts Salespersons,1.C.2.b,Leadership,3.38
41-2022.00,Parts Salespersons,1.C.3.a,Cooperation,4.14
41-2022.00,Parts Salespersons,1.C.3.b,Concern for Others,4.07
41-2022.00,Parts Salespersons,1.C.3.c,Social Orientation,3.04
41-2022.00,Parts Salespersons,1.C.4.a,Self Control,3.91
41-2022.00,Parts Salespersons,1.C.4.b,Stress Tolerance,3.99
41-2022.00,Parts Salespersons,1.C.4.c,Adaptability/Flexibility,3.8
41-2022.00,Parts Salespersons,1.C.5.a,Dependability,4.52
41-2022.00,Parts Salespersons,1.C.5.b,Attention to Detail,4.5
41-2022.00,Parts Salespersons,1.C.5.c,Integrity,4.41
41-2022.00,Parts Salespersons,1.C.6,Independence,3.55
41-2022.00,Parts Salespersons,1.C.7.a,Innovation,3.07
41-2022.00,Parts Salespersons,1.C.7.b,Analytical Thinking,3.59
41-2031.00,Retail Salespersons,1.C.1.a,Achievement/Effort,3.64
41-2031.00,Retail Salespersons,1.C.1.b,Persistence,3.62
41-2031.00,Retail Salespersons,1.C.1.c,Initiative,3.81
41-2031.00,Retail Salespersons,1.C.2.b,Leadership,3.39
41-2031.00,Retail Salespersons,1.C.3.a,Cooperation,4.14
41-2031.00,Retail Salespersons,1.C.3.b,Concern for Others,3.59
41-2031.00,Retail Salespersons,1.C.3.c,Social Orientation,3.91
41-2031.00,Retail Salespersons,1.C.4.a,Self Control,4
41-2031.00,Retail Salespersons,1.C.4.b,Stress Tolerance,3.87
41-2031.00,Retail Salespersons,1.C.4.c,Adaptability/Flexibility,3.95
41-2031.00,Retail Salespersons,1.C.5.a,Dependability,4.36
41-2031.00,Retail Salespersons,1.C.5.b,Attention to Detail,4.14
41-2031.00,Retail Salespersons,1.C.5.c,Integrity,4.05
41-2031.00,Retail Salespersons,1.C.6,Independence,3.81
41-2031.00,Retail Salespersons,1.C.7.a,Innovation,3.07
41-2031.00,Retail Salespersons,1.C.7.b,Analytical Thinking,3.16
41-3011.00,Advertising Sales Agents,1.C.1.a,Achievement/Effort,4.38
41-3011.00,Advertising Sales Agents,1.C.1.b,Persistence,4.47
41-3011.00,Advertising Sales Agents,1.C.1.c,Initiative,4.51
41-3011.00,Advertising Sales Agents,1.C.2.b,Leadership,3.5
41-3011.00,Advertising Sales Agents,1.C.3.a,Cooperation,3.8
41-3011.00,Advertising Sales Agents,1.C.3.b,Concern for Others,3.64
41-3011.00,Advertising Sales Agents,1.C.3.c,Social Orientation,3.94
41-3011.00,Advertising Sales Agents,1.C.4.a,Self Control,3.79
41-3011.00,Advertising Sales Agents,1.C.4.b,Stress Tolerance,4.37
41-3011.00,Advertising Sales Agents,1.C.4.c,Adaptability/Flexibility,4.06
41-3011.00,Advertising Sales Agents,1.C.5.a,Dependability,4.34
41-3011.00,Advertising Sales Agents,1.C.5.b,Attention to Detail,4.52
41-3011.00,Advertising Sales Agents,1.C.5.c,Integrity,4.45
41-3011.00,Advertising Sales Agents,1.C.6,Independence,4.17
41-3011.00,Advertising Sales Agents,1.C.7.a,Innovation,3.78
41-3011.00,Advertising Sales Agents,1.C.7.b,Analytical Thinking,3.63
41-3021.00,Insurance Sales Agents,1.C.1.a,Achievement/Effort,4.4
41-3021.00,Insurance Sales Agents,1.C.1.b,Persistence,4.14
41-3021.00,Insurance Sales Agents,1.C.1.c,Initiative,4.34
41-3021.00,Insurance Sales Agents,1.C.2.b,Leadership,3.2
41-3021.00,Insurance Sales Agents,1.C.3.a,Cooperation,3.89
41-3021.00,Insurance Sales Agents,1.C.3.b,Concern for Others,3.82
41-3021.00,Insurance Sales Agents,1.C.3.c,Social Orientation,3.64
41-3021.00,Insurance Sales Agents,1.C.4.a,Self Control,4.31
41-3021.00,Insurance Sales Agents,1.C.4.b,Stress Tolerance,4.11
41-3021.00,Insurance Sales Agents,1.C.4.c,Adaptability/Flexibility,4.17
41-3021.00,Insurance Sales Agents,1.C.5.a,Dependability,4.41
41-3021.00,Insurance Sales Agents,1.C.5.b,Attention to Detail,4.54
41-3021.00,Insurance Sales Agents,1.C.5.c,Integrity,4.7
41-3021.00,Insurance Sales Agents,1.C.6,Independence,4.68
41-3021.00,Insurance Sales Agents,1.C.7.a,Innovation,3
41-3021.00,Insurance Sales Agents,1.C.7.b,Analytical Thinking,3.96
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",1.C.1.a,Achievement/Effort,4.16
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",1.C.1.b,Persistence,4.23
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",1.C.1.c,Initiative,4.35
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",1.C.2.b,Leadership,3.59
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",1.C.3.a,Cooperation,4.02
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",1.C.3.b,Concern for Others,3.52
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",1.C.3.c,Social Orientation,3.32
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",1.C.4.a,Self Control,4.01
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",1.C.4.b,Stress Tolerance,4.44
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",1.C.4.c,Adaptability/Flexibility,4.03
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",1.C.5.a,Dependability,4.54
