SOC,Title,Element_ID,Element_Name,Category,Description,Data_Value
13-1199.06,"Online Merchants",2.D.1,"Required Level of Education",6,"Bachelor's Degree",41.29
13-2031.00,"Budget Analysts",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",10.06
13-2031.00,"Budget Analysts",2.D.1,"Required Level of Education",4,"Some College Courses",3.28
13-2031.00,"Budget Analysts",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",10.63
13-2031.00,"Budget Analysts",2.D.1,"Required Level of Education",6,"Bachelor's Degree",63.99
13-2031.00,"Budget Analysts",2.D.1,"Required Level of Education",8,"Master's Degree",9.37
13-2031.00,"Budget Analysts",2.D.1,"Required Level of Education",9,"Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.",2.67
13-2041.00,"Credit Analysts",2.D.1,"Required Level of Education",6,"Bachelor's Degree",95
13-2041.00,"Credit Analysts",2.D.1,"Required Level of Education",8,"Master's Degree",5
13-2052.00,"Personal Financial Advisors",2.D.1,"Required Level of Education",1,"Less than a High School Diploma",4.35
13-2052.00,"Personal Financial Advisors",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",4.35
13-2052.00,"Personal Financial Advisors",2.D.1,"Required Level of Education",6,"Bachelor's Degree",52.17
13-2052.00,"Personal Financial Advisors",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",34.78
13-2052.00,"Personal Financial Advisors",2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",4.35
13-2053.00,"Insurance Underwriters",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",10
13-2053.00,"Insurance Underwriters",2.D.1,"Required Level of Education",4,"Some College Courses",6.67
13-2053.00,"Insurance Underwriters",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",10
13-2053.00,"Insurance Underwriters",2.D.1,"Required Level of Education",6,"Bachelor's Degree",70
13-2053.00,"Insurance Underwriters",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",3.33
13-2061.00,"Financial Examiners",2.D.1,"Required Level of Education",6,"Bachelor's Degree",86.96
13-2061.00,"Financial Examiners",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",8.7
13-2061.00,"Financial Examiners",2.D.1,"Required Level of Education",8,"Master's Degree",4.35
13-2071.00,"Credit Counselors",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",36
13-2071.00,"Credit Counselors",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",12
13-2071.00,"Credit Counselors",2.D.1,"Required Level of Education",4,"Some College Courses",8
13-2071.00,"Credit Counselors",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",4
13-2071.00,"Credit Counselors",2.D.1,"Required Level of Education",6,"Bachelor's Degree",40
13-2072.00,"Loan Officers",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",6.13
13-2072.00,"Loan Officers",2.D.1,"Required Level of Education",4,"Some College Courses",12.83
13-2072.00,"Loan Officers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",11.18
13-2072.00,"Loan Officers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",68.74
13-2072.00,"Loan Officers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",1.12
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",31.95
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",4.43
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",2.D.1,"Required Level of Education",4,"Some College Courses",7.72
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",6.72
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",2.D.1,"Required Level of Education",6,"Bachelor's Degree",39.99
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",0.55
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",2.D.1,"Required Level of Education",8,"Master's Degree",8.09
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",2.D.1,"Required Level of Education",9,"Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.",0.55
13-2082.00,"Tax Preparers",2.D.1,"Required Level of Education",1,"Less than a High School Diploma",4.55
13-2082.00,"Tax Preparers",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",31.82
13-2082.00,"Tax Preparers",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",13.64
13-2082.00,"Tax Preparers",2.D.1,"Required Level of Education",4,"Some College Courses",18.18
13-2082.00,"Tax Preparers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",31.82
13-2099.01,"Financial Quantitative Analysts",2.D.1,"Required Level of Education",6,"Bachelor's Degree",13.04
13-2099.01,"Financial Quantitative Analysts",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",13.04
13-2099.01,"Financial Quantitative Analysts",2.D.1,"Required Level of Education",8,"Master's Degree",65.22
13-2099.01,"Financial Quantitative Analysts",2.D.1,"Required Level of Education",11,"Doctoral Degree",8.7
13-2099.04,"Fraud Examiners, Investigators and Analysts",2.D.1,"Required Level of Education",4,"Some College Courses",4
13-2099.04,"Fraud Examiners, Investigators and Analysts",2.D.1,"Required Level of Education",6,"Bachelor's Degree",72
13-2099.04,"Fraud Examiners, Investigators and Analysts",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",8
13-2099.04,"Fraud Examiners, Investigators and Analysts",2.D.1,"Required Level of Education",8,"Master's Degree",12
13-2099.04,"Fraud Examiners, Investigators and Analysts",2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",4
15-1211.00,"Computer Systems Analysts",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",2.51
15-1211.00,"Computer Systems Analysts",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",5.8
15-1211.00,"Computer Systems Analysts",2.D.1,"Required Level of Education",4,"Some College Courses",3.85
15-1211.00,"Computer Systems Analysts",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",29.03
15-1211.00,"Computer Systems Analysts",2.D.1,"Required Level of Education",6,"Bachelor's Degree",33.34
15-1211.00,"Computer Systems Analysts",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",11.26
15-1211.00,"Computer Systems Analysts",2.D.1,"Required Level of Education",8,"Master's Degree",14.21
15-1211.01,"Health Informatics Specialists",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",4.55
15-1211.01,"Health Informatics Specialists",2.D.1,"Required Level of Education",6,"Bachelor's Degree",45.45
15-1211.01,"Health Informatics Specialists",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",4.55
15-1211.01,"Health Informatics Specialists",2.D.1,"Required Level of Education",8,"Master's Degree",40.91
15-1211.01,"Health Informatics Specialists",2.D.1,"Required Level of Education",11,"Doctoral Degree",4.55
15-1212.00,"Information Security Analysts",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",7.16
15-1212.00,"Information Security Analysts",2.D.1,"Required Level of Education",4,"Some College Courses",2.01
15-1212.00,"Information Security Analysts",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",12.87
15-1212.00,"Information Security Analysts",2.D.1,"Required Level of Education",6,"Bachelor's Degree",52.64
15-1212.00,"Information Security Analysts",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",22.52
15-1212.00,"Information Security Analysts",2.D.1,"Required Level of Education",8,"Master's Degree",2.8
15-1221.00,"Computer and Information Research Scientists",2.D.1,"Required Level of Education",4,"Some College Courses",8.35
15-1221.00,"Computer and Information Research Scientists",2.D.1,"Required Level of Education",6,"Bachelor's Degree",36.22
15-1221.00,"Computer and Information Research Scientists",2.D.1,"Required Level of Education",8,"Master's Degree",19.93
15-1221.00,"Computer and Information Research Scientists",2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",2.58
15-1221.00,"Computer and Information Research Scientists",2.D.1,"Required Level of Education",11,"Doctoral Degree",28.42
15-1221.00,"Computer and Information Research Scientists",2.D.1,"Required Level of Education",12,"Post-Doctoral Training",4.5
15-1231.00,"Computer Network Support Specialists",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",4.23
15-1231.00,"Computer Network Support Specialists",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",10.16
15-1231.00,"Computer Network Support Specialists",2.D.1,"Required Level of Education",4,"Some College Courses",13.63
15-1231.00,"Computer Network Support Specialists",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",21.68
15-1231.00,"Computer Network Support Specialists",2.D.1,"Required Level of Education",6,"Bachelor's Degree",46.93
15-1231.00,"Computer Network Support Specialists",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",1.84
15-1231.00,"Computer Network Support Specialists",2.D.1,"Required Level of Education",9,"Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.",1.53
15-1232.00,"Computer User Support Specialists",2.D.1,"Required Level of Education",1,"Less than a High School Diploma",0.35
15-1232.00,"Computer User Support Specialists",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",21.69
15-1232.00,"Computer User Support Specialists",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",11.76
15-1232.00,"Computer User Support Specialists",2.D.1,"Required Level of Education",4,"Some College Courses",18.84
15-1232.00,"Computer User Support Specialists",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",14.15
15-1232.00,"Computer User Support Specialists",2.D.1,"Required Level of Education",6,"Bachelor's Degree",33.2
15-1241.00,"Computer Network Architects",2.D.1,"Required Level of Education",4,"Some College Courses",4.55
15-1241.00,"Computer Network Architects",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",4.55
15-1241.00,"Computer Network Architects",2.D.1,"Required Level of Education",6,"Bachelor's Degree",31.82
15-1241.00,"Computer Network Architects",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",13.64
15-1241.00,"Computer Network Architects",2.D.1,"Required Level of Education",8,"Master's Degree",36.36
15-1241.00,"Computer Network Architects",2.D.1,"Required Level of Education",9,"Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.",9.09
15-1241.01,"Telecommunications Engineering Specialists",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",4.76
15-1241.01,"Telecommunications Engineering Specialists",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",23.81
15-1241.01,"Telecommunications Engineering Specialists",2.D.1,"Required Level of Education",4,"Some College Courses",14.29
15-1241.01,"Telecommunications Engineering Specialists",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",14.29
15-1241.01,"Telecommunications Engineering Specialists",2.D.1,"Required Level of Education",6,"Bachelor's Degree",19.05
15-1241.01,"Telecommunications Engineering Specialists",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",14.29
15-1241.01,"Telecommunications Engineering Specialists",2.D.1,"Required Level of Education",8,"Master's Degree",4.76
15-1241.01,"Telecommunications Engineering Specialists",2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",4.76
15-1242.00,"Database Administrators",2.D.1,"Required Level of Education",4,"Some College Courses",0.6
15-1242.00,"Database Administrators",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",7.35
15-1242.00,"Database Administrators",2.D.1,"Required Level of Education",6,"Bachelor's Degree",76.59
15-1242.00,"Database Administrators",2.D.1,"Required Level of Education",8,"Master's Degree",4.68
15-1242.00,"Database Administrators",2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",10.78
15-1243.00,"Database Architects",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",4.17
15-1243.00,"Database Architects",2.D.1,"Required Level of Education",6,"Bachelor's Degree",58.33
15-1243.00,"Database Architects",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",4.17
15-1243.00,"Database Architects",2.D.1,"Required Level of Education",8,"Master's Degree",29.17
15-1243.00,"Database Architects",2.D.1,"Required Level of Education",11,"Doctoral Degree",4.17
15-1243.01,"Data Warehousing Specialists",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",4.35
15-1243.01,"Data Warehousing Specialists",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",4.35
15-1243.01,"Data Warehousing Specialists",2.D.1,"Required Level of Education",4,"Some College Courses",4.35
15-1243.01,"Data Warehousing Specialists",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",4.35
15-1243.01,"Data Warehousing Specialists",2.D.1,"Required Level of Education",6,"Bachelor's Degree",78.26
15-1243.01,"Data Warehousing Specialists",2.D.1,"Required Level of Education",8,"Master's Degree",4.35
15-1244.00,"Network and Computer Systems Administrators",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",7.49
15-1244.00,"Network and Computer Systems Administrators",2.D.1,"Required Level of Education",4,"Some College Courses",9.72
15-1244.00,"Network and Computer Systems Administrators",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",20.3
15-1244.00,"Network and Computer Systems Administrators",2.D.1,"Required Level of Education",6,"Bachelor's Degree",52.37
15-1244.00,"Network and Computer Systems Administrators",2.D.1,"Required Level of Education",8,"Master's Degree",10.13
15-1251.00,"Computer Programmers",2.D.1,"Required Level of Education",4,"Some College Courses",2.52
15-1251.00,"Computer Programmers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",8.99
15-1251.00,"Computer Programmers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",88.04
15-1251.00,"Computer Programmers",2.D.1,"Required Level of Education",8,"Master's Degree",0.45
15-1253.00,"Software Quality Assurance Analysts and Testers",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",3.7
15-1253.00,"Software Quality Assurance Analysts and Testers",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",7.41
15-1253.00,"Software Quality Assurance Analysts and Testers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",14.81
15-1253.00,"Software Quality Assurance Analysts and Testers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",70.37
15-1253.00,"Software Quality Assurance Analysts and Testers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",3.7
15-1254.00,"Web Developers",2.D.1,"Required Level of Education",1,"Less than a High School Diploma",4.17
15-1254.00,"Web Developers",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",8.33
15-1254.00,"Web Developers",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",16.67
15-1254.00,"Web Developers",2.D.1,"Required Level of Education",4,"Some College Courses",4.17
15-1254.00,"Web Developers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",16.67
15-1254.00,"Web Developers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",45.83
15-1254.00,"Web Developers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",4.17
15-1255.01,"Video Game Designers",2.D.1,"Required Level of Education",1,"Less than a High School Diploma",4.76
15-1255.01,"Video Game Designers",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",4.76
15-1255.01,"Video Game Designers",2.D.1,"Required Level of Education",4,"Some College Courses",9.52
15-1255.01,"Video Game Designers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",19.05
15-1255.01,"Video Game Designers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",57.14
15-1255.01,"Video Game Designers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",4.76
15-1299.01,"Web Administrators",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",5
15-1299.01,"Web Administrators",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",5
15-1299.01,"Web Administrators",2.D.1,"Required Level of Education",4,"Some College Courses",15
15-1299.01,"Web Administrators",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",15
15-1299.01,"Web Administrators",2.D.1,"Required Level of Education",6,"Bachelor's Degree",55
15-1299.01,"Web Administrators",2.D.1,"Required Level of Education",9,"Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.",5
15-1299.03,"Document Management Specialists",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",5
15-1299.03,"Document Management Specialists",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",10
15-1299.03,"Document Management Specialists",2.D.1,"Required Level of Education",6,"Bachelor's Degree",60
15-1299.03,"Document Management Specialists",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",10
15-1299.03,"Document Management Specialists",2.D.1,"Required Level of Education",8,"Master's Degree",15
15-1299.08,"Computer Systems Engineers/Architects",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",10
15-1299.08,"Computer Systems Engineers/Architects",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",3.33
15-1299.08,"Computer Systems Engineers/Architects",2.D.1,"Required Level of Education",6,"Bachelor's Degree",56.67
15-1299.08,"Computer Systems Engineers/Architects",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",10
15-1299.08,"Computer Systems Engineers/Architects",2.D.1,"Required Level of Education",8,"Master's Degree",16.67
15-1299.08,"Computer Systems Engineers/Architects",2.D.1,"Required Level of Education",11,"Doctoral Degree",3.33
15-1299.09,"Information Technology Project Managers",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",9.52
15-1299.09,"Information Technology Project Managers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",23.81
15-1299.09,"Information Technology Project Managers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",38.1
15-1299.09,"Information Technology Project Managers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",19.05
15-1299.09,"Information Technology Project Managers",2.D.1,"Required Level of Education",8,"Master's Degree",9.52
15-2011.00,Actuaries,2.D.1,"Required Level of Education",6,"Bachelor's Degree",62.5
15-2011.00,Actuaries,2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",25
15-2011.00,Actuaries,2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",12.5
15-2021.00,Mathematicians,2.D.1,"Required Level of Education",6,"Bachelor's Degree",8.33
15-2021.00,Mathematicians,2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",8.33
15-2021.00,Mathematicians,2.D.1,"Required Level of Education",8,"Master's Degree",25
15-2021.00,Mathematicians,2.D.1,"Required Level of Education",11,"Doctoral Degree",50
15-2021.00,Mathematicians,2.D.1,"Required Level of Education",12,"Post-Doctoral Training",8.33
15-2031.00,"Operations Research Analysts",2.D.1,"Required Level of Education",6,"Bachelor's Degree",30
15-2031.00,"Operations Research Analysts",2.D.1,"Required Level of Education",8,"Master's Degree",70
15-2041.00,Statisticians,2.D.1,"Required Level of Education",6,"Bachelor's Degree",15
15-2041.00,Statisticians,2.D.1,"Required Level of Education",8,"Master's Degree",65
15-2041.00,Statisticians,2.D.1,"Required Level of Education",11,"Doctoral Degree",20
15-2041.01,Biostatisticians,2.D.1,"Required Level of Education",6,"Bachelor's Degree",12.5
15-2041.01,Biostatisticians,2.D.1,"Required Level of Education",8,"Master's Degree",58.33
15-2041.01,Biostatisticians,2.D.1,"Required Level of Education",11,"Doctoral Degree",29.17
15-2051.01,"Business Intelligence Analysts",2.D.1,"Required Level of Education",6,"Bachelor's Degree",76.19
15-2051.01,"Business Intelligence Analysts",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",4.76
15-2051.01,"Business Intelligence Analysts",2.D.1,"Required Level of Education",8,"Master's Degree",14.29
15-2051.01,"Business Intelligence Analysts",2.D.1,"Required Level of Education",11,"Doctoral Degree",4.76
15-2051.02,"Clinical Data Managers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",5
15-2051.02,"Clinical Data Managers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",85
15-2051.02,"Clinical Data Managers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",5
15-2051.02,"Clinical Data Managers",2.D.1,"Required Level of Education",8,"Master's Degree",5
15-2099.01,"Bioinformatics Technicians",2.D.1,"Required Level of Education",6,"Bachelor's Degree",50.89
15-2099.01,"Bioinformatics Technicians",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",2.45
15-2099.01,"Bioinformatics Technicians",2.D.1,"Required Level of Education",8,"Master's Degree",40.66
15-2099.01,"Bioinformatics Technicians",2.D.1,"Required Level of Education",11,"Doctoral Degree",4.11
15-2099.01,"Bioinformatics Technicians",2.D.1,"Required Level of Education",12,"Post-Doctoral Training",1.89
17-1011.00,"Architects, Except Landscape and Naval",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",4.76
17-1011.00,"Architects, Except Landscape and Naval",2.D.1,"Required Level of Education",6,"Bachelor's Degree",42.86
17-1011.00,"Architects, Except Landscape and Naval",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",4.76
17-1011.00,"Architects, Except Landscape and Naval",2.D.1,"Required Level of Education",8,"Master's Degree",23.81
